GRB,GRB_key,T90,z,T90_corr,z_status,z_source,z_raw,BAT_fluence,Time [UT],Trigger Number,Other Observatory Detections,z_method,z_uncertainty,z_ref,z_swift_raw,z_redshift_raw
241030A,241030A,173.3,1.411,71.87888842803817,accepted,redshift_list,1.411,273.0,05:48:03,1263718,"Fermi (GBM & LAT), COLIBRÃ (SVOM/F-GFT), LCOGT (40cm), Keck (10m), TRT (0.7m), MITSuME (50cm), SVOM/VT, Mephisto (1.6m), SVOM/GRM, AKO (0.36m), Konus-Wind, ATLAS, SAO RAS (1m), Fraunhofer Telescope Wendelstein, Palomar (1m), Einstein Probe, GMG (2.4m), Virtual Telescope Project (17""), TNOT (0.8m), OHP/T193, Kinder, GRBAlpha, INAF Asiago Observatory, TESS, Sun Yat-sen University (80cm)",ba,N/A,Zheng et al. GCN Circ. 37959 (Keck); Li et al. GCN Circ. 38027 (GMG),1.411 (Keck: absorption)|~1.4 (GMG: absorption),1.411
140301A,140301A,31.0,1.416,12.83112582781457,accepted,redshift_list,1.416,4.4,15:24:49,589590,"NOT, VLT, MPG/ESO (2.2m), Zadko (100cm)",ba,N/A,"""Kruehler T. et al. GCN Circ. 15900""",1.416 (VLT: absorption),1.416
080604,080604,82.0,1.4171,33.924951388026976,accepted,redshift_list,1.4171,8.0,07:27:01,313116,"Faulkes North, Gemini-North, MITSuME (50cm), Xinglong (2.16m)",ba,N/A,"""Wiersema K. et al. GCN Circ. 7818; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.416 (Gemini-North: absorption),1.4171
151029A,151029A,8.95,1.423,3.6937680561287656,accepted,redshift_list,1.423,3.9,07:49:39,662086,"MPG (2.2m), VLT, Faulkes North (2m), FRAM (0.3m)",ba,N/A,'Tanvir et al. GCN Circ. 18524 (VLT/X-shooter)',1.423 (VLT: absorption),1.423
050822,050822,103.4,1.434,42.48151191454396,accepted,redshift_list,1.434,24.6,03:49:29,151486,,he,N/A,"""Jakobsson P. et al. ApJ 752 62 (2012)""",,1.434
100814A,100814A,174.5,1.44,71.51639344262296,accepted,redshift_list,1.44,90.0,03:50:11,431605,"ROTSE-IIIc, Magellan Clay Telescope, IAC80 (0.82m), MPI/ESO (2.2m), McDonald Observatory (2.1m), Fermi (GBM), Lulin (1m), NOT, Liverpool (2m), Konus-Wind, ISON-NM (0.45m), EVLA @ 4.5 and 7.9 GHz, Suzaku, AZT-22",ba,N/A,"""O'Meara J. et al. GCN Circ. 11089""",1.44 (Magellan: absorption),1.44
050318,050318,32.0,1.4436,13.095432967752496,accepted,redshift_list,1.4436,10.8,15:44:37,111529,Magellan,ba,N/A,"""Berger E. et al. GCN Circ. 3122; *Berger E. et al. ApJ 634 501 (2005)""",1.44 (Magellan: absorption),1.4436
180314A,180314A,51.2,1.445,20.940695296523515,accepted,redshift_list,1.445,110.0,00:43:31,814129,"MPG (2.2m), MASTER-IAC, MASTER-OAFA, REM (60cm), VLT, Fermi (GBM), LCO (1m & 2m), TAROT (25cm), Konus-Wind, AstroSat CZTI",ba,N/A,Sbarufatti et al. GCN Circ. 22484,1.445 (VLT: absorption),1.445
090407,090407,310.0,1.4485,126.60812742495405,accepted,redshift_list,1.4485,11.0,10:28:25,348650,,he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",1.4485 (TOUGH: emission),1.4485
141221A,141221A,36.9,1.452,15.048939641109298,review_numeric,redshift_list,1.452(?),21.0,08:07:10,622006,"REM (60cm), LCOGT-McDonald (1m), PROMPT (14""), MPG (2.2m), Fermi (GBM), TAROT (25cm), Keck II",ba,N/A,"""Perley et al. GCN Circ. 17228 (Keck)""","1.452 (Keck II: absorption, tentative)",1.452(?)
110213A,110213A,48.0,1.4607,19.506644450766043,accepted,redshift_list,1.4607,59.0,05:17:29,445414,"Palomar (60""), ROTSE-IIIb, Bok (2.3m), GRAS 011 (0.51 m), KAIT (0.76m), Sayan (AZT-33IK), Lightbuckets (0.61m), Taurus Hill Observatory, MITSuME (50cm), Konus-Wind, Fermi (GBM), RAPTOR, TNT, Yunnan Observatory (2.4m)",ba,N/A,"""Milne P.A. & Cenko S.B. GCN Circ. 11708; *Cucchiara A. et al. ApJ 743 154 (2011)""",1.46 (Bok: absorption),1.4607
200205B,200205B,458.0,1.465,185.80121703853956,accepted,redshift_list,1.465,54.0,19:21:43,954519|954520,"MASTER, LCO 1(m), VLT, ESO/NTT, Chilescope RC-1000, Konus-Wind",ba,N/A,Vielfaure et al. GCN Circ. 26998,1.465 (VLT: absorption and emission),1.465
141121A,141121A,549.9,1.47,222.63157894736844,accepted,redshift_list,1.47,53.0,03:50:43,619182,"MAXI/GSC, MPG (2.2m), Keck I (10m), LCO-FTN (2m), HJT (1.5m), MITSuME (50cm), AS-32 (0.7m), Murikabushi (1m), AZT-33IK, AMI @ 15 GHz, Zeiss-1000 (1m), WSRT @ 4.9 GHz, Konus-Wind, AZT-33IK, ORI-40, VLA @ 14 GHz, DCT (4.3m)",ba,N/A,"""Perley et al. GCN Circ. 17081 (Keck)""",1.47 (Keck I: absorption),1.47
120724A,120724A,72.8,1.48,29.35483870967742,accepted,redshift_list,1.48,6.8,06:39:02,528443,"Faulkes North (2m), Gemini-North, AZT-22",ba,N/A,"""Cucchiara A. et al. GCN Circ. 13512""","1.48 (Gemini-North: absorption, tentative)",1.48
210321A,210321A,8.21,1.487,3.301166063530358,accepted,redshift_list,1.487,6.7,07:13:51,1037828,"DDOTI, NOT (2.56m), OSIRIS/GTC (10.4), Xinglong GWAC-F60A, AZT-33IK (Mondy), Konus-Wind",ba,N/A,de Ugarte Postigo et al. GCN Circ. 29685 (GTC/OSIRIS),1.487 (OSIRIS/GTC),1.487
060418,060418,103.1,1.49,41.40562248995983,accepted,redshift_list,1.49000,83.3,03:06:08,205851,"REM (60cm), Liverpool (2m), Magellan, SMARTS (1.3m), PROMPT, VLT, FRAM, AAVSO, PAIRITEL (1.3m), Lulin (1m), CFHT/WIRCam, Konus-Wind, Maidanak (1.5m)",ba,N/A,"""Dupree A.K. et al. GCN Circ. 4969; Vreeswijk P. et al. GCN Circ. 4974; Prochaska J.X. et al. GCN Circ. 5002; Piranomonte S. et al. NCimB 121 1561 (2006); *Vreeswijk P.M. et al. A&A 468 83 (2007)""",1.490 (Magellan: absorption)|1.489 (VLT: absorption),1.49000
240809A,240809A,72.86,1.494,29.21411387329591,accepted,redshift_list,1.494,97.0,08:30:29,1247745,"SVOM/GRM, ECO1 (0.4m), Skynet/PROMPT, JinShan, NOT (2.5m), GROWTH-India (0.7m), KAIT (0.76m), VLT, Bassano Bresciano Observatory, REM (60cm), Liverpool (2m), Konus-Wind, ALMA @ 97.5 GHz, VLA @ 15 GHz, Belesta Observatory (820mm), Vidauban (300mm), Madagascar (350mm). Nastro Verde Observatory",ba,N/A,Schneider et al. GCN Circ. 37129 (VLT); Gottumukkala et al. GCN Circ. 37122 (NOT),1.495 (NOT)|1.494 (VLT: absorption),1.494
070306,070306,209.5,1.49594,83.9363125716163,accepted,redshift_list,1.49594,53.8,16:41:28,263361,"WHT (4.2m), NOT, VLT",he,N/A,"""Jaunsen A.O. et al. GCN Circ. 6202; *Jaunsen A.O. et al. ApJ 681 453 (2008); Fynbo J.P.U. et al. ApJS 185 526 (2009)""",possible redshift:|1.497 (VLT: emission),1.49594
060502A,060502A,28.4,1.5026,11.34819787421082,accepted,redshift_list,1.5026,23.1,03:03:32,208169,"Palomar (60""), APO (3.5), Gemini, FLWO (1.2m), NOT (2.56m)",ba,N/A,"""Cucchiara A. et al. GCN Circ. 5052; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",~1.51 (Gemini: absorption),1.5026
080805,080805,78.0,1.5042,31.147671911189203,accepted,redshift_list,1.5042,25.0,07:41:34,319036,"ESO/MPI (2.2m), VLT, Faulkes South",ba,N/A,"""Jakobsson P. et al. GCN Circ. 8077; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.505 (VLT: absorption),1.5042
181110A,181110A,138.4,1.505,55.249500998003995,accepted,redshift_list,1.505,99.0,08:43:31,871316,"Kanata (1.5m), MITSuME (50cm), iTelescope SSO (0.43m), VLT, MPG (2.2m), Chilescope RC-1000, Konus-Wind",ba,N/A,Perley et al. GCN Circ. 23421 (VLT/X-shooter),1.505 (VLT: absorption),1.505
060923B,060923B,8.6,1.51,3.4262948207171315,accepted,redshift_list,1.51,4.8,11:38:06,230702,,he,N/A,"""KrÃ¼hler et al. A&A 581 A125 (2015); *Schulze et al. ApJ 808 73 (2015)""",,1.51
080330,080330,61.0,1.5119,24.284406226362517,accepted,redshift_list,1.5119,3.4,03:41:16,308041,"TAROT, ROTSE-IIIb, Liverpool (2m), PAIRITEL, NOT, ESO/MPI (2.2m), Mt. Lemmon (1.0m), Hobby-Eberly, TNT, CTIO (1.3m), REM (60cm), Mt.Terskol (Zeiss-2m), SAO RAS (1m), PROMPT (16""), RAPTOR, AAVSO",ba,N/A,"""Malesani D. et al. GCN Circ. 7544; Cucchiara A. & Fox D.B. GCN Circ. 7547; Guidorzi C. et al. A&A 499 439 (2009); D'Elia V. et al. A&A 503 437 (2009); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.51 (NOT: absorption)|1.51 (Hobby-Eberly: absorption),1.5119
150301B,150301B,12.44,1.5169,4.942588104414161,accepted,redshift_list,1.5169,18.0,19:38:04,633180,"MASTER II, MPG (2.2m), VLT, Fermi (GBM), Las Cumbres Observatory (1m)",ba,N/A,"""de Ugarte Postigo et al. GCN Circ. 17523 (VLT/X-shooter)""",1.5169 (VLT: absorption),1.5169
250702F,250702F,63.7,1.52,25.27777777777778,accepted,swift_table,1.520 (GTC/OSIRIS+: absorption),48.0,21:06:43.27,1329888,"Fermi (GBM), Ondrejov D50, GOTO, MASTER-SAAO, NOT, GTC/OSIRIS+ (10.4m), COLIBRÃ, DDOTI, REM (60cm), TRT (0.7m), Skynet (PROMPT-OAUJ), AKO (0.36m), Leavitt Observatory (250mm), SVOM/VT, Konkoly Observatory, GROWTH-India (0.7m), Konus-Wind, EP-ZTF shadowing program, Monte Agliale Observatory (0.5m), Kilonova-Catcher, Calapai Observatory (11in), GRANDMA, VLA @ (6, 10, & 15) GHz",,,,1.520 (GTC/OSIRIS+: absorption),
250807B,250807B,104.17,1.522,41.304520222045994,accepted,swift_table,â€¯1.522 (VLT: absorption),25.0,15:43:07,1340561,"ESO NTT, VLT, Kilonova-Catcher, SVOM/VT",,,,â€¯1.522 (VLT: absorption),
060719,060719,66.9,1.532,26.4218009478673,accepted,redshift_list,1.5320,15.0,06:50:37,220020,"Las Campanas (20""), VLT",he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",1.5320 (TOUGH: emission),1.5320
080520,080520,2.8,1.5457,1.0998939387987585,accepted,redshift_list,1.5457,0.55,22:20:24,312047,"MPI/ESO (2.2m), VLT",ba,N/A,"""Jakobsson P. et al. GCN Circ. 7757; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.545 (VLT: emission),1.5457
090102,090102,27.0,1.547,10.60070671378092,accepted,redshift_list,1.547,0.68,02:55:45,338895,"TAROT (25cm), REM (60cm), NOT, ESO/MPI (2.2m), IAC80, Palomar (60"" and 200""), Hobby-Eberly, Konus-Wind",ba,N/A,"""*de Ugarte Postigo A. et al. GCN Circ. 8766; Cenko S.B. et al. GCN Circ. 8773; Cucchiara A. & Fox D.B. GCN Circ. 8774""","1.547 (NOT)|1.546 (Palomar 200"": absorption)|1.55 (Hobby-Eberly: absorption)",1.547
161117A,161117A,125.7,1.549,49.31345625735583,accepted,redshift_list,1.549,200.0,01:35:36,722604,"VLT, La Silla (60cm), MASTER-OAFA, Fermi (GBM), Konus-Wind, CTIO (1.3m)",ba,N/A,Malesani et al. GCN Circ. 20180 (VLT/X-Shooter),1.549 (VLT: absorption),1.549
051111,051111,46.1,1.54948,18.08211870655977,accepted,redshift_list,1.54948,40.8,05:59:41,163438,"ROTSE-IIIb, Faulkes North (2m), Super-LOTIS (0.6m), New Mexico Skies Observatory (0.3m), KAIT (0.76m), Keck, PAIRITEL, SARA, Lulin (1m), AEOS, VLA @ 8.5 GHz, Loiano Telescope (152cm), Suzaku, Maidanak (1.5m)",ba,N/A,"""Hill G. et al. GCN Circ. 4255; *Penprase B.E. et al. ApJ 646 358 (2006)""",1.549 (Keck: absorption),1.54948
060306,060306,61.2,1.559,23.91559202813599,accepted,redshift_list,1.559,21.3,00:49:11,200638,,he,N/A,"""Jakobsson P. et al. ApJ 752 62 (2012); Kruehler T. et al. ApJ 758 46 (2012); Perley D.A. et al. ApJ 778 128 (2013); KrÃ¼hler et al. A&A 581 A125 (2015); *Schulze et al. ApJ 808 73 (2015)""",,1.559
100728A,100728A,198.5,1.567,77.32761978963771,accepted,redshift_list,1.567,380.0,02:18:24,430151,"Fermi (GBM), MPI/ESO (2.2m), Konus-Wind, Suzaku",he,N/A,"""Kruehler T. et al. GCN Circ. 14500""","1.567 (VLT: emission, host)",1.567
070714A,070714A,2.0,1.58,0.7751937984496123,review_numeric,redshift_list,1.58(?),1.5,03:20:31,284850,,he,N/A,"""Preliminary Keck GRB Host Project (http://www.astro.caltech.edu/grbhosts/)""",,1.58(?)
140430A,140430A,173.6,1.6,66.76923076923076,accepted,redshift_list,1.60,11.0,20:33:36,597722,"Liverpool (2m), NOT, VLT, VATT (1.8m), IAC80 (0.82m), STELLA-I",ba,N/A,"""Kruehler T. et al. GCN Circ. 16194""",1.60 (VLT: absorption),1.60
071003,071003,150.0,1.60435,57.595945245454715,accepted,redshift_list,1.60435,83.0,07:40:55,292934,"KAIT (0.76m), Palomar (60""), Sampurnanand (1.04m),  AEOS, Keck I, Faulkes North (2m), Konus-Wind, VLT, VLA @ 8.46 GHz, Keck II",ba,N/A,"""Perley D.A. et al. ApJ 688 470 (2008)""",1.100 (Keck I: absorption)|>0.937 (VLT: absorption),1.60435
090418A,090418A,56.0,1.608,21.47239263803681,accepted,redshift_list,1.608,46.0,11:07:40,349510,"KAIT, ROTSE-IIIb, Lick (3m), PAIRITEL (1.3m), VLA @ 8.46 GHz, Shajn (CrAO), RTT150, Konus-Wind, Sonoita Research Observatory (35cm), Shajn",ba,N/A,"""Chornock R. et al. GCN Circ. 9151""",1.608 (Lick: absorption),1.608
110503A,110503A,10.0,1.613,3.827018752391887,accepted,redshift_list,1.613,100.0,17:35:45,452685,"GTC (10.4m), NOT, TLS (2m/1.34m), TNG, SARA (0.9m), EVLA @ 19.2 GHz and 24.5 GHz, Mt. Lemmon (1.0m), CrAO (Shajn), Konus-Wind, AAVSO (0.2m and 0.35m), TAROT (25cm)",ba,N/A,"""*de Ugarte Postigo A. et al. GCN Circ. 11993; D'Avanzo P. et al. GCN Circ. 11997""","1.613 (GTC: absorption)|1.61 (TNG: absorption), PAIRITEL (1.3m)",1.613
080605,080605,20.0,1.6403,7.574896792031209,accepted,redshift_list,1.6403,133.0,23:47:57,313299,"Tautenburg (1.34m), Liverpool Telescope, VLT, CrAO (Zeiss-1000), ESO/MPI (2.2m), BOOTES-1B (30cm), BOOTES-2/TELMA (60cm), MITSuME (50cm), Konus-Wind",ba,N/A,"""Jakobsson P. et al. GCN Circ. 7832; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.6398 (VLT: absorption),1.6403
230325A,230325A,38.05,1.664,14.283033033033034,accepted,redshift_list,1.664,13.0,03:15:35,1161390,VLT (X-shooter),be,N/A,Pieterse et al. GCN Circ. 33521  (VLT/X-shooter ),1.664 (VLT: emission),1.664
131105A,131105A,112.3,1.686,41.80938198064036,accepted,redshift_list,1.686,71.0,02:04:44,576738,"VLT, Konus-Wind, Fermi (GBM)",ba,N/A,"""Xu D. et al. GCN Circ. 15450""",1.686 (VLT: emission & absorption),1.686
080928,080928,280.0,1.6919,104.01575095657343,accepted,redshift_list,1.6919,25.0,15:01:32,326115,"ROTSE-IIIa, ESO/MPI (2.2m), Gemini-South, VLT, Watcher",ba,N/A,"""Vreeswijk P.M. et al. GCN Circ. 8301; Cucchiara A. & Fox D.B. GCN Circ. 8304; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.692 (VLT: absorption)|1.69 (Gemini-South: absorption),1.6919
091020,091020,34.6,1.71,12.767527675276753,accepted,redshift_list,1.71,37.0,21:36:44,373458,"MASTER II, NOT, Konus-Wind, Lick (40""), TLS (1.34m), VLA @ 8.46 GHz, Fermi (GBM), Dark Sky Observatory (14"")",ba,N/A,"""Xu D. et al. GCN Circ. 10053""",1.71 (NOT),1.71
050802,050802,19.0,1.7102,7.010552726736035,accepted,redshift_list,1.7102,20.0,10:08:02,148646,"CrAO, TNG, NOT",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 3749; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.71 (NOT: absorption)|1.434 (TOUGH: emission),1.7102
160410A,160410A,8.2,1.717,3.018034596981965,accepted,redshift_list,1.717,7.8,05:09:48,682269,"MPG (2.2m), VLT, PROMPT, Keck-I, GMG (2.4m), TAROT (25cm), Konus-Wind, NOT",ba,N/A,'*Selsing et al. GCN Circ. 19274 (VLT/X-shooter); Cao et al. GCN Circ. 19278 (VLT/X-shooter redshift)',1.717 (VLT: absorption)|1.72 (Keck-I: absorption),1.717
191011A,191011A,7.37,1.722,2.707567964731815,accepted,redshift_list,1.722,3.3,04:35:56,928924,"VLT, MPG (2.2m), LCO (1m), Fermi (GBM), HJT (1.5m)",ba,N/A,Malesani et al. GCN Circ. 25991 (VLT/X-shooter),1.722 (VLT),1.722
100906A,100906A,114.4,1.727,41.950861752841945,accepted,redshift_list,1.727,120.0,13:49:27,433509,"MASTER, Faulkes North, Gemini-North, UKIRT, TLS (1.34m), Ondrejov (65cm), MITSuME (50cm), Virtual Telescope, Fermi (GBM), Murikabushi (1m), Konus-Wind, Konkoly Observatory, GRAS-007 (17""), RTT150, AMI Large Array @ 15 GHz, Zeiss-2000, Ondrejov (0.5m), GAS-250, AZT-14, Zeiss-600, Shajn Telescope, AZT-22",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 11230""",1.727 (Gemini-North: absorption),1.727
120119A,120119A,253.8,1.728,93.03519061583579,accepted,redshift_list,1.728,170.0,04:04:30.21,512035,"PAIRITEL (1.3m), Liverpool (2m), MPI/ESO (2.2m), PROMPT, Gemini-South (8m), Lick (3m), MMT (6.5m), ISON-NM (0.45m), Konus-Wind, Fermi (GBM), CTIO (1.3m), REM (60cm), TAROT (25cm), GRT,  Mt. Lemmon (1m)",ba,N/A,"""Cucchiara A. & Prochaska J.X. GCN Circ. 12865; Pancoast A. et al. GCN Circ. 12866; Milisavljevic D. et al. GCN Circ. 12876; *Morgan A.N. et al. MNRAS 440 1810 (2014)""",1.728 (Gemini-South: absorption)|1.73 (Lick: absorption)|1.728 (MMT: absorption),1.728
210822A,210822A,180.8,1.736,66.08187134502926,accepted,redshift_list,1.736,200.0,09:18:18,1069788,"GECAM-B, KAIT (0.76m), HJT (1.5m), Nanshan/NEXT (0.6m), Fermi (LAT), NOT, AstroSat CZTI, Konus-Wind, GRBAlpha, Abbey Ridge Observatory (0.355m), MPG (2.2m), TSHAO Zeiss-100, VLA @ 14.8 GHz, CAHA (2.2m), CALET GBM",ba,N/A,Zhu et al. GCN Circ. 30692,1.736 (NOT: absorption),1.736
090113,090113,9.1,1.7493,3.309933437602299,accepted,redshift_list,1.7493,7.6,18:40:39,339852,,he,N/A,"""Kruehler T. et al. ApJ 758 46 (2012)""",1.7493 (TOUGH: emission),1.7493
100425A,100425A,37.0,1.755,13.430127041742287,accepted,redshift_list,1.755,4.7,02:50:45,420398,"VLT, MPI/ESO (2.2m)",ba,N/A,"""Malesani D. et al. GCN Circ. 10684""",1.755 (VLT: absorption),1.755
150314A,150314A,14.79,1.758,5.362581580855692,accepted,redshift_list,1.758,220.0,04:55:16,634795,"KAIT (0.76m), Fermi (LAT & GBM), Yerkes Observatory  (41""), NOT (2.56m), GTC (10.4m), Palomar (60""), Konus-Wind, RAPTOR, VLA @ 5 GHz",ba,N/A,"""de Ugarte Postigo et al. GCN Circ. 17583 (OSIRS/GTC)""",1.758 (GTC: absorption),1.758
110422A,110422A,25.9,1.77,9.350180505415162,accepted,redshift_list,1.770,410.0,15:41:55,451901,"AZT-33IK, MASTER II, NOT, Zeiss-1000, TNG (3.6m), THO (14""), McDonald Observatory (2.1m), Konus-Wind, Ishigakijima Astronomical Observatory (1m), CrAO (AZT-11), Suzaku, TNG, GTC (10.4m), CrAO (ZTSh), Herschel",ba,N/A,"""Malesani D. et al. GCN Circ. 11977; *de Ugarte Postigo A. et al. GCN Circ. 11978""",1.77 (TNG: absorption)| 1.770 (GTC: absorption),1.770
121027A,121027A,62.6,1.773,22.574828705373246,accepted,redshift_list,1.773,20.0,07:32:29,536831,"MAXI/GSC, Anglo-Australian Telescope, MPG/ESO (2.2m), CTIO (1.3m), Gemini-South, VLT",ba,N/A,"""Tanvir N.R. et al. GCN Circ. 13929; Kruehler T. et al. GCN Circ. 13930;  *Levan A.J. et al. ApJ 781 13 (2014)""",1.773 (arXiv:1302.2352v1)|1.77 (Gemini-South: absorption)|1.773 (VLT: emission and absorption),1.773
080325,080325,128.4,1.78,46.18705035971223,accepted,redshift_list,1.78,49.0,04:09:17,307604,Subaru,he,N/A,"""Perley D.A. et al. ApJ 778 128 (2013)""",,1.78
120326A,120326A,69.6,1.798,24.874910650464614,accepted,redshift_list,1.798,26.0,01:20:29,518626,"TAROT (25cm), Skynet/Dolomiti, Liverpool (2m), IAC80 (82cm), Crni Vrh (60cm), Otto-Struve (2.1m), GTC (10.4m), AstroCamp Observatory (0.43m), Lulin (1m), GMG (2.4m), Observatoire de Maisoncelles (30cm), TNT, SMA @ 219 GHz, Mt. Lemmon (1m), Bassano Bresciano Observatory, PAIRITEL (1.3m), Fermi (GBM), Murikabushi (1m), CARMA @ 92.5 GHz, Suzaku, MITSuME (1m), EVLA @ 21.9 GHz, HCT (2m), Cima Rest (508mm)",ba,N/A,"""Tello J.C. et al. GCN Circ. 13118""",1.798 (GTC: absorption),1.798
090709A,090709A,89.0,1.8,31.78571428571429,accepted,redshift_list,1.8,257.0,07:38:34,356890,"Subaru, PAIRITEL, Palomar (60""), Konus-Wind, Faulkes North (2m), INTEGRAL, Suzaku",hp,+0.54 -0.66,"""Perley D.A. et al. ApJ 778 128 (2013)""",,1.8
080602,080602,74.0,1.8204,26.23741313288895,accepted,redshift_list,1.8204,32.0,01:30:28,312958,Konus-Wind,he,N/A,"""Rossi A. et al. A&A 545 A77 (2012) (photo z=1.4+0.3-0.15); *KrÃ¼hler et al. A&A 581 A125 (2015)""",,1.8204
240414A,240414A,88.28,1.833,31.16131309565831,accepted,redshift_list,1.833,35.0,02:20:36,1221714,"OHP (T193cm), GTC (10.4m), Skynet, Mondy/AZT-33IK (1.5m), Fermi (GBM), GMG, Glowbug, LBT, VLA @ 6 and 10 GHz",ba,N/A,Adami et al. GCN Circ. 36085 (OHP); de Ugarte Postigo et al. GCN Circ. 36087 (GTC/OSIRIS+),1.833 (OHP: absorption)|1.833 (GTC: absorption),1.833
110801A,110801A,385.0,1.858,134.70958712386283,accepted,redshift_list,1.858,47.0,19:49:42,458521,"ROTSE-IIId, TLS (2m/1.34m), MITSuME (1m), GTC (10.4m), MASTER II, BTA (6m), Mt.Terskol (Zeiss-600), CrAO",ba,N/A,"""Cabrera Lavers A. et al. GCN Circ. 12234""",1.858 (GTC: absorption),1.858
190106A,190106A,76.8,1.859,26.862539349422875,accepted,redshift_list,1.859,60.0,13:34:44,882252,"MASTER-Amur, MITSuME (50cm), GMG (2.4m), TSHAO Zeiss-1000 (1m), GWAC-F60B, Xinglong (2.16m), Bassano Bresciano Observatory (250mm), BOOTES-4/MET (0.6m), OASDG (0.5m), VLT, IERCOO/ICSP (0.61m), NEXT (0.6m), Konus-Wind, AZT-33IK, Liverpool (2m), OSN T150, DCT (4.3m)",ba,N/A,Xu et al. GCN Circ. 23629 (Xinglong); Mao et al. GCN Circ. 23630 (GMG); *Schady et al. GCN Circ. 23632 (VLR/X-shooter),1.86 (Xinglong: absorption)| 1.86 (GMG: absorption)|1.859 (VLT: absorption),1.859
171020A,171020A,41.9,1.87,14.599303135888501,accepted,redshift_list,1.87,12.0,23:07:10,780845,"NOT, SAO RAS (1.0m), Liverpool (2m), HJT (1.5m), TAROT (25cm)",ba,N/A,Malesani et al. GCN Circ. 22039,1.87 (NOT: absorption),1.87
060908,060908,19.3,1.8836,6.693022610625607,accepted,redshift_list,1.8836,28.0,08:57:22,228581,"PROMPT, REM (60cm), Danish (1.5m), Gemini-North, Terskol Observatory (2m)",ba,N/A,"""*Fynbo J.P.U. et al. ApJS 185 526 (2009); Jakobsson P. et al. ApJ 752 62 (2012)""",1.8836 (Fynbo),1.8836
060708,060708,10.2,1.92,3.4931506849315066,accepted,redshift_list,1.92,4.94,12:15:59,217805,"AEOS (3.63m), VLT",hp,+0.12 -0.12,"""Oates S. R. et al. MNRAS 395 490 (2009); *Schulze et al. ApJ 808 73 (2015)""",Z<2.3 (VLT),1.92
060814,060814,145.3,1.9229,49.710903554688834,accepted,redshift_list,1.9229,146.0,23:02:19,224552,"UKIRT, VLT, Palomar Hale (200""), Palomar (60""), Konus-Wind, Suzaku",he,N/A,"""Salvaterra R. et al. ApJ 749 68 (2012); Jakobsson P. et al. ApJ 752 62 (2012); *Kruehler T. et al. ApJ 758 46 (2012)""","0.84 (Keck I: emission, from host)",1.9229
210619B,210619B,60.9,1.937,20.735444330949946,accepted,redshift_list,1.937,950.0,23:59:25,1056757,"MASTER-SAAO, MASTER-IAC, Ondrejov D50, GECAM-B, Telescope T18 (0.32m), SARA-KP (0.9m), Fermi (LAT & GBM), Liverpool (2m), OSIRIS/GTC, KAIT (0.76m), CAHA (2.2m), Konus-Wind, Xinglong TNT, SRG/ART-XC, CALET GBM, GIT (0.7m), REM (60cm), TNG (3.6m), Palomar/SEDM (60""), SAO RAS (1m), OSN (1.5m), NOT, AbAO AS-32, INTEGRAL, Abbey Ridge Observatory (0.355m), Mini-MegaTORTORA, ASIM, Konkoly Observatory RC80, Sayan Observatory (1.6m), ALMA @ 97.5 GHz, Maidanak AXT-22, Assy-Turgen AZT-20",ba,N/A,de Ugarte Postigo et al. GCN Circ. 30272 (GTC/OSIRIS),1.937 (OSIRIS/GTC: absorption),1.937
190627A,190627A,1.6,1.942,0.5438477226376615,accepted,redshift_list,1.942,0.99,11:18:31,911609,"NUTTelA-TAO, Montarrenti Observatory (0.53m), VIRT (0.5m), MASTER-SAAO, GMG (2.4m), Calar Alto (2.2m), Liverpool (2m), Ondrejov (50cm), NOT, Xinglong (2.16m), Koshka Zeiss-1000 (1m), VLT, DCT (4.3m)",ba,N/A,Japelj et al. GCN Circ. 24916 (VLT/FORS2),1.942 (VLT: absorption),1.942
080319C,080319C,34.0,1.9492,11.5285501152855,accepted,redshift_list,1.9492,36.0,12:25:56,306778,"KAIT, Super-LOTIS (0.6m), INTEGRAL, AGILE, RAPTOR, Konus-Wind, Suzaku, Gemini-North",ba,N/A,"""Wiersema K. et al. GCN Circ. 7517; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",1.95 (Gemini-North: absorption),1.9492
050315,050315,95.6,1.95,32.40677966101695,accepted,redshift_list,1.9500,32.2,20:59:43,111063,"Magellan, VLA, CTIO IR I=20.7 @ 0.5 day",ba,N/A,"""Kelson D. & Berger E. GCN Circ. 3101; *Berger E. et al. ApJ 634 501 (2005)""",1.949 (Magellan: absorption),1.9500
