GRB,GRB_key,T90,z,T90_corr,z_status,z_source,z_raw,BAT_fluence,Time [UT],Trigger Number,Other Observatory Detections,z_method,z_uncertainty,z_ref,z_swift_raw,z_redshift_raw
090424,090424,48.0,0.544,31.088082901554404,accepted,redshift_list,0.544,210.0,14:12:09,350311,"ROTSE-IIIa, TNT, Fermi (GBM), Calar Alto (1.23m), Liverpool (2m), AAVSO (0.4m), TAOS (50cm), Gemini-South, ESO/MPI (2.2m), Taurus Hill Observatory (0.35m), Lulin (1m), WHT, Mt. Lemmon (1.0m), VLA @ 8.46 GHz, Suzaku, Sampurnanand (1.04m), Gao-Mei-Gu (2.4m), CTIO (1.3m), ICSP VLF, AZT-11",ba,N/A,"""Chornock R. et al. GCN Circ. 9243; Wiersema K. et al. GCN Circ. 9250""",0.544 (Gemini-South: absorption)|0.544 (WHT),0.544
051221A,051221A,1.4,0.5464,0.9053285049146405,accepted,redshift_list,0.5464,11.5,01:51:16,173780,"PAIRITEL, Gemini, RAPTOR, Chandra, MDM (1.3m), Suzaku (WAM), Konus-Wind, VLA @ 8.5 GHz, Maidanak",he,N/A,"""Berger E. & Soderberg A.M. GCN Circ. 4384; *Soderberg A.M. et al. ApJ 650 261 (2006)""",0.547 (Gemini: emission),0.5464
101219B,101219B,34.0,0.55185,21.90933402068499,accepted,redshift_list,0.55185,21.0,16:27:53,440635,"Fermi (GBM), MPI/ESO (2.2m), EVLA @ 8.46 GHz, GROND, ESO-VLT",ba,N/A,"""de Ugarte Postigo A. et al. GCN Circ. 11579; *Sparre M. et al. ApJ 735 L24 (2011)""",0.5519 (ESO-VLT: tentative redshift),0.55185
160425A,160425A,304.58,0.555,195.8713826366559,accepted,redshift_list,0.555,21.0,23:26:11,684098,"MASTER II, MPG (2.2m), VLT, MASTER-SAAO, Skynet PROMPT",he,N/A,"""Tanvir et al. GCN Circ. 19350 (VLT/X-shooter)""",0.555 (VLT: emission),0.555
140710A,140710A,3.52,0.558,2.2593068035943515,accepted,redshift_list,0.558,2.3,10:16:40,603954,"MPG (2.2m), Palomar (60""), HJT (1.5m)",he,N/A,"""Tanvir N.R. et al. GCN Circ. 16570""","0.558 (Gemini-North: emission, host)",0.558
141004A,141004A,3.92,0.573,2.49205340114431,accepted,redshift_list,0.573,6.7,23:20:54,614390,"INTEGRAL, CAHA (1.23m), TNG (3.6m), Monte Agliale Observatory (0.5m), HJT (1.5m), NOT (2.5m), MPG (2.2m), Fermi (GBM), GTC (10.4m)",he,N/A,"""de Ugarte Postigo et al. GCN Circ. 16902 (GTC)""",0.57 (NOT: emission)|0.573 (GTC: emission),0.573
050223,050223,22.5,0.584,14.204545454545453,accepted,redshift_list,0.584,6.36,03:09:06,106709,"INTEGRAL/IBIS, XMM, VLT",he,N/A,"""Berger E. et al. GCN Circ. 5283; *Pellizza L.J. et al. A&A 459 L5 (2006)""",0.5915 (Magellan: emission from host)|0.584 (VLT: emission from host),0.584
150323A,150323A,149.6,0.593,93.91086001255492,accepted,redshift_list,0.593,61.0,02:49:14,635887,"Palomar (60""), HJT (1.5m), Keck I (10m), KAIT (0.76m), Konus-Wind, Konkoly Observatory",ba,N/A,"""Perley et al. GCN Circ. 17616 (Keck)""",0.593 (Keck I: absorption and emission),0.593
131103A,131103A,17.3,0.5955,10.842995926041993,accepted,redshift_list,0.5955,8.2,22:07:25,576562,VLT,ba,N/A,"""Xu D. et al. GCN Circ. 15451""",0.599 (VLT: emission & absorption),0.5955
141212A,141212A,0.3,0.596,0.18796992481203006,review_numeric,redshift_list,0.596(?),0.72,12:14:01,621229,,he,N/A,"""Chornock et al. GCN Circ. 17177 (Gemini-N)""",0.596 (Gemini-North: emission from likely host),0.596(?)
130215A,130215A,65.7,0.597,41.139636819035694,accepted,redshift_list,0.597,54.0,01:31:30,548760,"ROTSE-IIIb, Skynet, Lick Shane (3m), Palomar (60""), CARMA @ 93 GHz, REM, Harold Johnson Telescope (1.5m), TAROT, Xinglong (2.16m), iTelescope T11, GMG (2.4m), RAPTOR, Fermi (GBM), MITSuME (50cm), MPG/ESO (2.2m), Palomar (200""), Palomar (48""), Suzaku, GTC (10.4)",ba,N/A,"""Cucchiara A. et al. GCN Circ. 14207""",0.597 (Lick Shane: absorption)|0.58 (GTC: derived),0.597
100213B,100213B,48.0,0.604,29.92518703241895,accepted,redshift_list,0.604,,22:58:34,412220,MDM (1.3m),he,N/A,"""Cucchiara A. et al. GCN Circ. 10422""",,0.604
050525A,050525A,8.8,0.606,5.479452054794521,accepted,redshift_list,0.606,153.0,00:02:53,130088,"VLA @ 22.5 GHz, INTEGRAL, Spitzer, HST, Numerous optical & IR",ba,N/A,"""Foley R.J. et al. GCN Circ. 3483; *Della Valle M. et al. ApJ 642 L103 (2006)""",0.606 (GMOS: emission),0.606
070612A,070612A,368.8,0.617,228.07668521954238,accepted,redshift_list,0.617,106.0,02:38:46,282066,"SARA (0.9m), Palomar (60""), MDM, MITSuME (50cm), Suzaku, Super-LOTIS (0.6m), Westerbork @ 4.9 GHz, NOT, Gemini North, Calar Alto (2.2m), VLA @ 4.88 GHz",he,N/A,"""Cenko S.B. et al. GCN Circ. 6556""",0.617 (Gemini North: emission),0.617
110106B,110106B,24.8,0.618,15.327564894932017,accepted,redshift_list,0.618,20.0,21:26:17,441676,"WHT, Gemini-South, Fermi (GBM)",he,N/A,"""Chornock R. et al. GCN Circ. 11538""",,0.618
100418A,100418A,7.0,0.6239,4.310610259252417,accepted,redshift_list,0.6239,3.4,21:10:08,419797,"ESO/MP (2.2m), SARA (0.9m), VLT, Gemini North, ROVOR (16""), PAIRITEL (1.3m), SMA @ 345 GHz, AZT-11, RTT150, REM (60cm), WSRT @ 4.8 GHz, EVLA, Z-600, Russian-Turkish (1.5m), Keck I (10m), Shajn",ba,N/A,"""Antonelli L.A. et al. GCN Circ. 10620; Cucchiara A. & Fox D.B. GCN Circ. 10624; *de Ugarte Postigo A. et al. AN 332 297 (2011)""",0.6235 (VLT: absorption)|0.624 (Gemini North: absorption),0.6239
161129A,161129A,35.53,0.645,21.598784194528875,accepted,swift_table,0.645 (GTC: emission from host)),36.0,07:11:39,724438,"AstroSat, MITSuME (50cm), Fermi (GBM), Tautenburg, Okayama, SANTEL-650 (0.65m), AZT-33IK, POLAR, NOT, GTC (10.4m)",,,,0.645 (GTC: emission from host)),
050416A,050416A,2.5,0.6528,1.5125847047434655,accepted,redshift_list,0.6528,3.67,11:04:44,114753,"P60, 200"" detection, Keck",he,N/A,"""Cenko S.B. et al. GCN Circ. 3542; *Soderberg A.M. et al. ApJ 661 982 (2007)""",0.6535 (Keck: emission),0.6528
240825A,240825A,57.2,0.659,34.47860156720916,accepted,redshift_list,0.659,250.0,15:52:59,1250617,"Fermi (GBM & LAT), Nanshan/HMT (0.5m), PROMPT-MO, AKO (0.36m), Mephisto (1.6m), GMG (2.4m), LCO (1m), MASTER-SAAO, Montarrenti Observatory (0.53m), SVOM/C-GFT (1.2m), VLT, REM (60cm), AstroSat CZTI, MISTRAL/T193 OHP (193cm), PRIME (1.8m), Konus-Wind, KAIT (0.76m), TNG (3.6m), SAO RAS (1m), ALMA @ 97.5 GHz, GECAM-B, VLA @ 8.6 GHz, iTelescope (T73, 0.356m), SVOM/VT, MeerKAT @ (1.3 and 3 GHz), MeerLICHT (0.6m), ATCA, SVOM/VT, INTEGRAL",ba,N/A,Martin-Carrillo et al. GCN Circ. 37293 (VLT/X-shooter),0.659 (VLT: absorption & emission)|~0.66 (TNG: absorption),0.659
080916A,080916A,60.0,0.6887,35.53028957186002,accepted,redshift_list,0.6887,40.0,09:45:20,324895,"REM (60cm), VLT, Konus-Wind, Fermi (GBM), PROMPT (16'), ESO/MPI (2.2m), Suzaku",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 8254; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.689 (VLT: absorption and emission),0.6887
090814A,090814A,80.0,0.696,47.16981132075472,accepted,redshift_list,0.696,13.0,00:52:19,359951,"ESO/MPI (2.2m), VLT, NOT, Shajn (CrAO)",ba,N/A,"""Jakobsson P. et al. GCN Circ. 9797""",0.696 < z < 2.2 (VLT: absorption),0.696
060904B,060904B,171.5,0.7029,100.71055258676375,accepted,redshift_list,0.7029,16.2,02:31:04,228006,"TAROT (25cm), Watcher (0.4m), Crni Vrh (60cm), VLT, RTT150 (1.5m), CTIO (1.3m), Cassini (152cm), Skinakas Observatory (1.3m), Kiso (1.05m), CFHT/WIRCam, Maidanak (1.5m)",ba,N/A,"""Fugazza D. et al. GCN Circ. 5513; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.703 (VLT: absorption),0.7029
210210A,210210A,6.6,0.715,3.848396501457726,accepted,redshift_list,0.715,9.8,02:00:27,1031728,"MASTER-SAAO, OSIRIS/GTC (10.4m), LCO (1m), FRAM-ORM (25cm), CAHA (2.2m), DFOT (1.3m), Konus-Wind",ba,N/A,de Ugarte Postigo et al. GCN Circ. 29450 (GTC/OSIRIS),0.715 (OSIRIS/GTC: absorption),0.715
111228A,111228A,101.2,0.71627,58.9650812517844,accepted,redshift_list,0.71627,85.0,15:44:43,510649,"TNT, TAROT (25cm), MITSuME (50cm), Fermi (GBM), ARIES NainiTal (1.04m), Asiago Telescope (1.82m), NOT (2.5m), DAO (16""), IAC80 (82cm), GRAS 017 (17""), MASTER II, MPG/ESO (2.2m), MMT (6.5m), PAIRITEL (1.3m), Gemini-South, TNG, GMG (2.4m), T100 (1.0m), VLT, Palomar (60""), Liverpool (2m), PROMPT, CTIO (1.3), Kanata (1.5m), Konus-Wind, Mt. Lemmon (1m), Devasthal Fast Optical Telescope (1.3m), ISON-NM (0.45m), TNG (3.6m)",ba,N/A,"""Dittman J. et al. GCN Circ. 12759; Cucchiara A. et al. GCN Circ. 12761; Palazzi E. et al. GCN Circ. 12763; Xu D. et al. GCN Circ. 12764; *Schulze S. et al. GCN Circ. 12770""",0.714 (MMT: absorption)|0.716 (Gemini-South: absorption)| 0.7156 (TNG: absorption)|0.713 (NOT: absorption)|0.71627 (VLT: absorption),0.71627
131004A,131004A,1.54,0.717,0.8969132207338381,accepted,redshift_list,0.717,2.8,21:41:03,573190,"NOT, TNG (3.6m), Liverpool (2m), Magellan (6.5m), MPG (2.2m), TNG (4m), Fermi (GBM)",ba,N/A,"""*Chornock R. et al. GCN Circ. 15307; D'Elia V. et al. GCN 15310""",0.717 (Magellan: emission)|0.71 (TNG: emission),0.717
101219A,101219A,0.6,0.718,0.3492433061699651,accepted,redshift_list,0.718,4.6,02:31:29,440606,Konus-Wind,he,N/A,"""Chornock R. & Berger E. GCN Circ. 11518; *Fong W. et al. ApJ 769 56 (2013)""","0.718 (Gemini-North: emission, host)",0.718
050813,050813,0.45,0.722,0.2613240418118467,accepted,redshift_list,0.722,0.44,06:45:10,150139,,he,N/A,"""Berger E. GCN Circ. 3801; Foley R.J. et al. GCN Circ. 3808; Prochaska J.X. et al. ApJ 642 989 (2006)""",1.8,0.722
140512A,140512A,154.8,0.725,89.73913043478261,accepted,redshift_list,0.725,140.0,19:31:49,598819,"MASTER II, AZT-33IK, NOT (2.5m), MPG (2.2m), TNT (0.8m), Fermi (GBM), Konus-Wind",ba,N/A,"""de Ugarte Postigo A. et al. GCN Circ. 16310""",0.725 (NOT: absorption),0.725
160314A,160314A,8.73,0.726,5.057937427578215,accepted,redshift_list,0.726,2.8,11:32:51,679120,"NOT, VLT, AZT-33IK, HJT (1.5m), MPG (2.2m)",he,N/A,'D'Elia et al. GCN Circ. 19192 (VLT/X-shooter)',0.726 (VLT: emission from host),0.726
160804A,160804A,144.2,0.736,83.06451612903226,accepted,redshift_list,0.736,114.0,01:32:47,707231,"MASTER-SAAO, Fermi (GBM), TNG, SAO RAS (6m), VLT, MPG (2.2m), SANTEL-650 (0.65m), Zeiss-1000 (1m), HJT (1.5m), AMI @ 15 GHz",ba,N/A,*Xu et al. GCN Circ. 19773 (VLT/X-shooter),0.736 (VLT: absorption & emission),0.736
150821A,150821A,172.1,0.755,98.06267806267806,accepted,redshift_list,0.755,7.9,09:44:00,652847,"VLT, Fermi (GBM), MPG (2.2m), Siding Springs (1m), Konus-Wind",ba,N/A,'D'Elia et al. GCN Circ. 18187 (VLT/X-shooter)',0.755 (VLT: absorption),0.755
061110A,061110A,40.7,0.7578,23.153942428035045,accepted,redshift_list,0.7578,10.6,11:47:21,238108,"Lulin (1-m), TNT (0.8m), NOT, VLT",ba,N/A,"""Thoene C.C. et al. GCN Circ. 5812; Fynbo J.P.U. et al. GCN Circ. 6759; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.758 (VLT: emission),0.7578
250430A,250430A,9.17,0.767,5.189586870401811,accepted,redshift_list,0.767,8.9,17:31:21,1308754,"AKO (0.36m), Einstein Probe, VLT, NUTTelA-TAO, KAIT (0.76m), SVOM/VT, Virtual Telescope Project (14""), Konus-Wind, AstroSat CZTI",ba,N/A,Garnichey et al. GCN Circ. 40301 (VLT/X-shooter),0.767 (VLT: absorption),0.767
080430,080430,16.2,0.767,9.168081494057725,accepted,redshift_list,0.767,12.0,19:53:02,310613,"TAROT, BOOTES-1 (0.3m), Calar Alto (2.2m), AsU CAS Ondrejov (0.5m), Nicholas Copernicus Observatory (0.4m), Hobby-Eberly, Zeiss-600 (Mt.Terskol), AAVSO, NOT (2.5m), RTT150, OSN (1.5m), NainiTal (1.04m), Observatoire Chante-Perdix (0.5m), TLS, Vallauris (0.28m), Bologna Observatory (152cm)",ba,N/A,"""de Ugarte Postigo A. et al. GCN Circ. 7650; *Cucchiara A. & Fox D.B. GCN Circ. 7654""","~0.75 (Calar Alto: absorption, probable)|0.767 (Hobby-Eberly: absorption)",0.767
250221A,250221A,1.8,0.768,1.0180995475113122,accepted,redshift_list,0.768,3.9,03:34:37,1290305,"MASTER-OAFA, COLIBRÃ/DDRAGO, REM (60cm), Mephisto (1.6m), NOT, GRANDMA/TAROT, VLT, Assy AZT-20, Konus-Wind, Mondy AZT-33IK, LCO (1m), VLA @ 4 GHz, TNOT (80cm), ATCA @ 9 GHz",ba,N/A,Palmerio et al. GCN Circ. 39418 (VLT/X-shooter),0.768 (VLT: emission),0.768
060202,060202,198.9,0.783,111.55356141334829,accepted,redshift_list,0.783,21.3,08:40:55,179968,"Keck, UKIRT, Gemini",he,N/A,"""Butler N.R. ApJ 656 1001 (2007); Perley D.A. et al. ApJ 778 128 (2013)""",,0.783
060602A,060602A,75.0,0.787,41.96978175713487,accepted,redshift_list,0.787,16.1,21:32:12,213180,NOT,he,N/A,"""Jakobsson P. et al. GCN Circ. 6997""","0.787 (VLT: emission, probable)",0.787
161104A,161104A,0.1,0.788,0.055928411633109625,review_numeric,redshift_list,0.788(?),0.31,09:42:26,720568,,N/A,N/A,Fong et al. GCN Circ. 20168 (Magellan),,0.788(?)
120729A,120729A,71.5,0.8,39.72222222222222,accepted,redshift_list,0.80,24.0,10:56:14,529095,"Faulkes North (2m), Gemini-North, UKIRT, RAPTOR, IAC80, Fermi (GBM), KAIT (0.76m)",ba,N/A,"""Tanvir N.R. & Ball J. GCN Circ. 13532""",0.80 (Gemini-North: absorption),0.80
100816A,100816A,2.9,0.8049,1.6067372153581916,accepted,redshift_list,0.8049,20.0,00:37:51,431764,"TNG (3.6m), TAROT (25cm), McDonald Observatory (2.1m), Gemini-North, Calar Alto (1.23m), Lulin (1m), NOT, VLT, Fermi (GBM), GTC (10.4m), Konus-Wind",ba,N/A,"""*Tanvir N.R. et al. GCN Circ. 11123; Gorosabel J. et al. GCN Circ. 11125""",0.8034 (VLT: emission and absorption)|0.8035 (Gemini-North: absorption)|0.8049 (GTC: absorption),0.8049
151027A,151027A,129.69,0.81,71.65193370165746,accepted,redshift_list,0.810,78.0,03:58:24,661775,"KAIT (0.76m), ISON-NM (0.4m), Palomar (60""), Weihai (1m), MITSuME (50cm), Fermi (GBM), GMG (2.4m), RAPTOR, THO (16""), VLA @ 21.8 GHz, LCOGT-McDonald (1m), Xinglong  (0.8m), Konus-Wind, TUBITAK T100 (1m), NOT, Zeiss-1000 (1m), MAXI, Nikolaev (0.5m), Wiggins (0.35m), Mt. Terskol (Zeiss-600), Sayan (AZT-33IK), Hankasalmi (0.4m), GMRT @ 1390 MHz and 610 MHz, Himalayan Chandra Telescope (2m), Maidanak (AZT-22)",ba,N/A,'Perley et al. GCN Circ. 18487 (Keck); Zhang et al. GCN Circ. 18493 (GMG)',0.38 (XRT: tentative)|0.81 (Keck: absorption)|0.81 (GMG: absorption),0.810
170519A,170519A,216.4,0.818,119.03190319031903,accepted,redshift_list,0.818,11.0,05:10:02,753445,"iTelescope T24 (0.61m), HJT (1.5m), LCO (1m), Weihai (1m), iTelescope T11 (0.51m), KAIT (0.76m), BOOTES-5/JGT (60cm), GTC (10.4m), NOT (2.5m), MITSuME (50cm), Watcher  (40cm), ISON/Multa (22cm), CrAO (AZT-11), Sayan Observatory (AZT-33IK), Zeiss-1000 (1m)",ba,N/A,Izzo et al. GCN Circ. 21119 (GTC/OSIRIS),0.818 (GTC: absorption),0.818
070508,070508,20.9,0.82,11.483516483516484,accepted,redshift_list,0.82,196.0,04:18:18,278854,"REM (60cm), Magellan/Clay (6.5m), La Silla (Danish 1.54m), CTIO (1.3m), Suzaku, RHESSI, Konus-Wind",he,N/A,"""Jakobsson P. et al. GCN Circ. 6398""","0.82 (VLT: emission, tentative)",0.82
110715A,110715A,13.0,0.8224,7.133450395083407,accepted,redshift_list,0.8224,118.0,13:13:50,457330,"VLT, Konus-Wind, APEX, MPI/ESO (2.2m), ATCA @ 44.00 GHz, Ellinbank Observatory (0.32cm), Suzaku",ba,N/A,"""Piranomonte S. et al. GCN Circ. 12164; *Sanchez-Ramirez R. et al. EAS 61 267 (2013)""",0.82 (VLT: absorption),0.8224
071112C,071112C,15.0,0.8227,8.22954956932024,accepted,redshift_list,0.8227,30.0,18:32:57,296504,"ROTSE-IIIc, KANATA (1.5m), TNT (0.8m), EST (1.0m), TAROT (25cm), RTT150, Lulin (1m), NOT, VLT, Crni Vrh (60cm), MITSuME (50cm), Gemini North, Cassini (152cm), AAVSO, MAGNUM, TAOS",ba,N/A,"""Jakobsson P. et al. GCN Circ. 7088; Cucchiara A. & Fox D.B. GCN Circ. 7086; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.8230 (VLT: absorption)|0.823 (Gemini North: absorption),0.8227
240205B,240205B,47.29,0.824,25.9265350877193,accepted,redshift_list,0.824,260.0,22:13:06,1213095,"Fermi (GBM), MASTER, BOOTES-7 (0.6m), Skynet (0.4m), GECAM-B, REM (60cm), ATCA @ 9 GHz, BOOTES-6 (0.6m), CALET, VLT, Konus-Wind, AstroSat CZTI, PRIME",ba,N/A,Fausey et al. GCN Circ. 35698 (VLT/X-shooter),0.824 (VLT: absorption),0.824
061217,061217,0.21,0.827,0.11494252873563218,accepted,redshift_list,0.8270,0.42,03:40:08,251634,,he,N/A,"""Berger E. GCN Circ. 5965; *Berger E. et al. ApJ 664 1000 (2007)""",0.827 (Magellan: emission),0.8270
050824,050824,22.6,0.8278,12.364591311959735,accepted,redshift_list,0.8278,2.66,23:12:16,151905,"1.5m OSN, MASTER, VLT, MDM, HETE-2",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 3874; Sollerman J. et al. A&A 466 839 (2007); *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.83 (VLT: emission),0.8278
231118A,231118A,37.63,0.8304,20.558347902097903,accepted,redshift_list,0.8304,37.0,17:16:33,1197311,"Fermi (GBM), Skynet (Meckering, 0.4m), MASTER, LCOGT (1m), Las Cumbres (1m), AstroSat CZTI, VLT, MeerLICHT (0.6m), VZLUSAT-2, GRBAlpha, ACTA @ 9 GHz, REM (60cm), Konus-Wind",ba,N/A,Schneider et al. GCN Circ. 35123 (VLT/X-shooter),0.8304 (VLT: absorption),0.8304
070318,070318,74.6,0.8397,40.55008968853617,accepted,redshift_list,0.8397,24.8,07:28:56,271019,"VLT, Gemini South, Magellan Baade, CTIO (1.3m)",ba,N/A,"""Jaunsen A.O. et al. GCN Circ. 6216; Chen H.-W. et al. GCN Circ. 6217; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.836 (VLT: absorption)|0.840 (Gemini/Magellan: absorption),0.8397
080710,080710,120.0,0.8454,65.02655250894115,accepted,redshift_list,0.8454,14.0,07:13:10,316534,"KAIT, REM (60cm), Gemini-South, Faulkes North (2m), PROMPT (16""), Lick (3m), TLS (1.34m), MITSuME (50cm)",ba,N/A,"""Perley D.A. et al. GCN Circ. 7962; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.845 (Gemini-South: absorption),0.8454
101225A,101225A,1088.0,0.847,589.063345966432,accepted,redshift_list,0.847,19.0,18:37:45,441015,"NOT, WHT (4.2m), Calar Alto (1.23m), Palomar (60""), MMT (6.5m), McDonald Observatory (2.1m), Gemini North",he,N/A,"""Levan A.J. et al. ApJ 781 13 (2014)""",0.847(arXiv:1302.2352v1)|0.40 (Keck I: emission),0.847
211023B,211023B,1.3,0.862,0.6981740064446831,accepted,redshift_list,0.862,1.7,21:05:52,1080859,"CAHA (2.2m), LDT (4.3m), Gemini-North, Sayan/AZT-33IK, Subaru (8.2m)",he,N/A,Rossi et al. GCN Circ. 31107,0.862 (LBT: spectroscopic),0.862
170903A,170903A,29.2,0.886,15.482502651113466,accepted,redshift_list,0.886,24.0,12:49:07,770528,Fermi (GBM),he,N/A,de Ugarte Postigo et al. GCN Circ. 21799,0.886 (GTC: emission from host),0.886
140506A,140506A,111.1,0.889,58.814187400741126,accepted,redshift_list,0.889,28.0,21:07:36,598284,"VLT, Fermi (GBM), Konus-Wind",ba,N/A,"""Fynbo J.P.U. et al. GCN Circ. 16217""","0.889 (VLT: absorption, host)",0.889
161001A,161001A,2.6,0.891,1.3749338974087784,review_numeric,redshift_list,0.891(?),6.7,01:05:16,714404,"Fermi (GBM), MPG (2.2m), Konus-Wind",he,N/A,Kruehler et al. GCN Circ. 19971 (VLT/X-shooter),,0.891(?)
070429B,070429B,0.47,0.9023,0.24706933711822532,accepted,redshift_list,0.9023,0.63,03:09:04,277582,,he,N/A,"""Perley D.A. et al. GCN Circ. 7140; *Cenko S.B. et al. arXiv:0802.0874 (2008)""",0.904 (Keck I: from probable host),0.9023
090510,090510,0.3,0.903,0.15764582238570676,accepted,redshift_list,0.903,3.4,00:23:00,351588,"Fermi (LAT), Fermi (GBM), NOT, AGILE, Konus-Wind, La Silla (2.2m), VLT, Suzaku",he,N/A,"""Rau A. et al. GCN Circ. 9353; *McBreen S. et al. A&A 516 A71 (2010)""",0.903 (VLT: emission),0.903
141225A,141225A,40.24,0.915,21.013054830287206,accepted,redshift_list,0.915,25.0,23:01:07,622476,"CAHA (1.23m), Liverpool (2m), NOT, GCT (10.4m), Nanshan (36cm), MASTER-SAAO, T60 (0.60m), Fermi (GBM), TAROT (25cm), MPG (2.2m)",ba,N/A,"""Gorosabel et al. GCN Circ. 17234 (GTC)""",0.915 (GTC: absorption),0.915
100117A,100117A,0.3,0.915,0.15665796344647517,accepted,redshift_list,0.915,0.93,21:06:19,382941,"Gemini South, Magellan, Gemini North, Fermi (GBM)",ba,N/A,"""Fong W. et al. ApJ 730 26 (2011)""",,0.915
210104A,210104A,32.06,0.92,16.697916666666668,accepted,redshift_list,0.92,88.0,11:26:59,1015873,"Fermi (GBM), Xinglong GWAC-F60A, BOOTES-4/MET (0.6m), MITSuME (50cm), Assy-Turgen AZT-20, Murikabushi (105cm), MASTER-Tavrida, Nanshan NEXT (0.6m), DOAO (1m), DFOT (1.3m), Konus-Wind, ATLAS, CALET GBM, SARA (0.9m), VIRT (0.5M), GMG (2.4m), SAO RAS (0.5m), AZT-33IK, AROMA-N (14""), AstroSat CZTI, CAHA (2.2m), Konus-Wind",bp,+0.3 -0.3,Kool et al. GCN Circ. 29405,,0.92
070714B,070714B,64.0,0.9225,33.28998699609883,accepted,redshift_list,0.9225,7.2,04:59:29,284856,"Liverpool (2m), WHT, TNG, Suzaku, Keck I",he,N/A,"""Graham J.F. et al. GCN Circ. 6836; *Cenko S.B. et al. arXiv:0802.0874 (2008); Graham J.F. et al. AIPC 1000 289 (2008)""","0.92 (Gemini: emission, from host)",0.9225
051016B,051016B,4.0,0.9364,2.065688907250568,accepted,redshift_list,0.9364,1.7,18:28:09,159994,"Lulin (1m), Gemini, Maidanak (1.5m)",he,N/A,"""Soderberg A.M. et al. GCN Circ. 4186""",0.9364 (Keck: emission),0.9364
060912A,060912A,5.0,0.937,2.5813113061435207,accepted,redshift_list,0.937,13.5,13:55:54,229185,"TNT (0.8m), Skinakas (1.3m), Maidanak (1.5m), Konus-Wind, MAGIC, VLT",he,N/A,"""Jakobsson P. et al. GCN Circ. 5617;  *Levan A.J. et al. MNRAS 378 1439 (2007)""",probably host redshift:|0.937 (VLT: emission),0.937
071028B,071028B,55.0,0.94,28.350515463917528,accepted,redshift_list,0.94,2.5,02:43:46,295492|Ground Analysis,,hp,+0.05 -0.10,"""Clemens C. et al. A&A 529 A110 (2011)""","0.94 (Paranal: host, photometric)",0.94
250225B,250225B,110.46,0.95,56.646153846153844,accepted,redshift_list,0.950,65.0,19:39:13,1291459,"SVOM/GRM, Konus-Wind, Fermi (GBM), INTEGRAL, EIRSAT-1 (GMOD), GECAM-A",he,N/A,Saccardi et al. GCN Circ. 40024 (VLT/X-shooter),0.950 (VLT: emission from host),0.950
120722A,120722A,42.4,0.9586,21.648116001225365,accepted,redshift_list,0.9586,12.0,12:53:26,528195,"MPG/ESO (2.2m), VLT",he,N/A,"""D'Elia V. et al. GCN Circ. 13507""",0.9586 (VLT: emission from host),0.9586
140622A,140622A,0.13,0.959,0.06636038795303727,accepted,redshift_list,0.959,0.27,09:36:04,602278,,he,N/A,"""Hartoog O.E. et al. GCN Circ. 16437""",~0.959 (VLT: emission from host),0.959
120907A,120907A,16.9,0.97,8.578680203045685,accepted,redshift_list,0.970,6.7,00:24:23,532871,"MASTER II, NOT, Fermi (GBM), OSIRIS/GTC, Santel-400AN (0.4m)",ba,N/A,"""Sanchez-Ramirez R. et al. GCN Circ. 13723""",0.970 (OSIRIS/GTC: absorption),0.970
070419A,070419A,115.6,0.9705,58.66531337224055,accepted,redshift_list,0.9705,5.58,09:59:26,276205,"KAIT, Palomar (60""), Kiso (1.05m), UKIRT, Lulin (1m), Faulkes North (2m), NAYUTA (2m), SARA (0.9m), Keck I (10m), RAPTOR, Super-LOTIS (0.6m), MITSuME (50cm), AEOS, Kuiper (1.54m), LBT, Maidanak (1.5m)",ba,N/A,"""Cenko S.B. et al. GCN Circ. 6322; *Fynbo J.P.U. et al. ApJS 185 526 (2009)""",0.97 (Keck I: absorption),0.9705
091018,091018,4.4,0.971,2.2323693556570268,accepted,redshift_list,0.9710,14.0,20:48:19,373172,"ROTSE-III, Magellan Clay, ESO/MPI (2.2m), VLT, BOOTES-3, Faulkes South, Konus-RF, PROMPT (16""), miniTAO (1.0m), CTIO (1.3m)",ba,N/A,"""Chen H.-W. et al. GCN Circ. 10038; de Ugarte Postigo A. et al. GCN Circ. 10042; *Wiersema K. et al. MNRAS 426 2 (2012)""",0.971 (Magellan Clay: absorption)|0.9710 (VLT: absorption),0.9710
